no_pkk,no_pkk_inaportnet,vessel_name,company_name,name_process_code,gt,loa,name_branch,departure_date
P05925000009,,PULAU NUNUKAN,"SALAM PACIFIC INDONESIA LINES, PT",Realization,6338.0,119.2,BANJARMASIN,2025-02-24T15:55:00.000Z
KN1029000026,PKK.DN.IDKOE.2502.000129,KENDHAGA NUSANTARA 11,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,1785.0,74.06,TENAU KUPANG,2025-02-25T23:00:00.000Z
HN9925000021,,TONASA LINES XXII,"BARUNA PASIFIK RAYA, PT",Realization,3100.0,91.44,BANJARMASIN,2025-02-23T23:00:00.000Z
SJHT25000005,PKK.DN.IDBDJ.2502.002565,SEJAHTERA 2520,"BARUNA PASIFIK RAYA, PT",Realization,2019.0,76.2,BANJARMASIN,2025-02-23T23:00:00.000Z
GI0013000063,,GILI IYANG,"ASDP INDONESIA FERRY (PERSERO), PT",Realization,1029.0,56.02,TANJUNG PERAK,2025-02-24T12:00:00.000Z
GI0013000062,,GILI IYANG,"ASDP INDONESIA FERRY (PERSERO), PT",Realization,1029.0,56.02,TANJUNG PERAK,2025-02-21T12:00:00.000Z
SOEK25000027,,SOEKAWATI 315,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3154.0,91.5,BANJARMASIN,2025-02-21T12:00:00.000Z
KV0013000350,PKK.DN.IDSUB.2502.000791,KIRANA VII,"DHARMA LAUTAN UTAMA, PT",Request PPKB,1931.0,68.94,TANJUNG PERAK,2025-02-22T16:00:00.000Z
5W5225000042,,PATRIA 3217,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4295.0,97.6,BANJARMASIN,2025-02-22T10:47:00.000Z
7BCR13000001,PKK.DN.IDSUB.2502.000783,LINTAS BAHARI INDONESIA,"LINTAS SERAM MANDIRI, PT",Realization,610.0,54.77,TANJUNG PERAK,2025-03-03T01:00:00.000Z
SS2325000001,PKK.DN.IDBDJ.2502.002336,SS 2303,PT Tanadoang Maritim Samudera,Realization,1645.0,70.09,BANJARMASIN,2025-02-23T15:00:00.000Z
YBIV227000003,,ORCA 04,PANGKALAN PSDKP BENOA,Request PPKB,533.0,60.0,BENOA,2025-02-28T03:56:00.000Z
S19613000005,PKK.DN.IDSUB.2502.000763,SEGARA ANAK 2,PELAYARAN SURYA HANDAL SAKTI,Realization,2547.0,93.5,TANJUNG PERAK,2025-03-09T05:00:00.000Z
KOQT57000001,PKK.DN.IDKBU.2311.000698,HUI HONG BEI JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1831.0,58.0,KOTABARU,2023-11-30T10:00:00.000Z
W3L757000004,PKK.DN.IDKBU.2501.000177,HUI HONG NAN JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Request PPKB,1488.0,56.1,KOTABARU,2025-01-13T17:00:00.000Z
GX2674000001,PKK.DN.IDKUM.2502.000140,ASENHO III,"DELANG MAKMUR JAYA, PT",Realization,2239.0,73.5,KUMAI,2025-02-28T10:00:00.000Z
X05783000002,PKK.DN.IDSMQ.2410.000084,G.S 4,"PELAYARAN INTI INTERNATIONAL, PT",Request PPKB,646.0,54.86,SAMPIT,2024-10-09T03:00:00.000Z
MZ1257000001,PKK.LN.IDKBU.2502.000357,MV. ZHONGHAIHUARUN 1,PT. IDT TRANS AGENCY,Request PPKB,40904.0,225.0,KOTABARU,2025-02-24T15:30:00.000Z
RL4413000015,PKK.DN.IDGRE.2502.000542,RUGUN LATA,"GEMILANG SAMUDRA MAKMUR, PT",Request PPKB,4275.0,110.0,TANJUNG PERAK,2025-02-26T00:00:00.000Z
RIM857000002,PKK.DN.IDSTU.2502.000454,RIMAU 3008,PT. LEMA SAMUDERA RAYA,Request PPKB,3389.0,87.78,KOTABARU,2025-02-22T15:55:00.000Z
E99957000001,PKK.DN.IDSTU.2502.000118,EVE 999 2019,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3106.0,91.4,KOTABARU,2025-02-10T15:55:00.000Z
MIH257000001,PKK.LN.IDSTU.2502.000441,MV. INDIGO HERITAGE,PT. INTERNASIONAL TOTAL SERVICE & LOGISTIC,Request PPKB,34178.0,199.99,KOTABARU,2025-02-27T10:37:00.000Z
8AS213000030,PKK.LN.IDSUB.2502.000713,SCION MAFALDA,"CONTAINER MARITIME ACTIVITIES, PT",Realization,9932.0,147.9,TANJUNG PERAK,2025-02-21T10:00:00.000Z
87757000001,,KRI MARLIN,TNI ANGKATAN LAUT,Realization,525.0,62.4,KOTABARU,2025-02-22T00:00:00.000Z
W3L757000002,PKK.DN.IDKBU.2412.000142,HUI HONG NAN JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Request PPKB,1488.0,56.1,KOTABARU,2025-01-05T08:30:00.000Z
W3L757000002,PKK.DN.IDKBU.2412.000142,HUI HONG NAN JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Request PPKB,1488.0,56.1,KOTABARU,2025-01-05T08:30:00.000Z
AJ6713000050,PKK.DN.IDGRE.2502.000490,MAKMUR SELATAN,"AISDA SHIPPING SERVICE, PT",Request PPKB,725.0,64.98,TANJUNG PERAK,2025-02-21T13:00:00.000Z
O10025000002,PKK.DN.IDBDJ.2502.001954,OBT 1,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,1515.0,49.6,BANJARMASIN,2025-02-20T15:00:00.000Z
CNB013000010,PKK.DN.IDSUB.2502.000632,CITRA NUSANTARA BARU,"PERUSAHAAN PELAYARAN SATYA PERMAI, PT",Realization,679.0,56.75,TANJUNG PERAK,2025-03-05T09:00:00.000Z
TBM257000001,PKK.DN.IDKBU.2502.000424,TABRISMA II,PT. PRIMA SAMUDRA SAKTI,Realization,1747.0,72.03,KOTABARU,2025-02-22T12:00:00.000Z
AJAK57000002,,AJAK  653.  KRI*,TNI ANGKATAN LAUT,Request PPKB,540.0,50.0,KOTABARU,2025-02-08T04:00:00.000Z
IIYA57000001,PKK.DN.IDKBU.2501.000602,SLM SELENE 1,PT. TARUNA CIPTA KENCANA,Request PPKB,2115.0,90.4,KOTABARU,2025-01-29T01:00:00.000Z
MBE231000033,PKK.DN.IDLBR.2502.000083,MUTIARA BERKAH II,"ATOSIM LAMPUNG PELAYARAN, PT",Request PPKB,32242.0,192.45,LEMBAR,2025-02-17T06:00:00.000Z
KTP257000002,PKK.DN.IDKBU.2501.000016,KETAPANG I,"BERKAH SALSABILL SAIJAAN, PT	",Request PPKB,1985.0,82.3,KOTABARU,2025-01-02T04:00:00.000Z
AJ6813000011,PKK.DN.IDSUB.2502.000516,MULTI MANDIRI,"PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA, PT",Request PPKB,1505.0,76.0,TANJUNG PERAK,2025-02-28T09:00:55.000Z
ELSY57000003,PKK.DN.IDSTU.2502.000239,ELSYE,"NABILA RIZKI SAMUDERA, PT",Request PPKB,3889.0,91.44,KOTABARU,2025-02-13T15:55:00.000Z
P85257000001,PKK.DN.IDSTU.2402.000525,PEC 852,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3890.0,98.26,KOTABARU,2024-02-24T15:00:00.000Z
161A13000016,PKK.DN.IDSUB.2502.000468,AVIANI,"HARPA OCEAN BERSAMA, PT",Realization,810.0,76.52,TANJUNG PERAK,2025-02-28T11:00:00.000Z
98TB25000005,,BG. PALMER,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,4319.0,101.0,BANJARMASIN,2025-02-13T22:00:00.000Z
8DJV25000026,,YOHANNA 327,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3073.0,87.78,BANJARMASIN,2025-02-14T07:46:00.000Z
NSY157000003,PKK.DN.IDSTU.2502.000275,PACIFIC 3026,"PANCARAN SAMUDERA SAKTI, PT",Realization,3271.0,87.78,KOTABARU,2025-02-14T15:55:00.000Z
MEA513000002,PKK.LN.IDSUB.2501.000951,MV. EQUINOX AGNANDOUSSA,"BAHARI LAJU ANUGERAH, PT",Request PPKB,33232.0,197.0,TANJUNG PERAK,2025-02-03T01:00:00.000Z
GL0825000001,PKK.DN.IDBDJ.2502.001280,GLORY 08,"RIMAU BAHTERA SHIPPING, PT",Request PPKB,3270.0,91.44,BANJARMASIN,2025-02-28T08:11:00.000Z
8QNS57000006,PKK.DN.IDKBU.2501.000646,BUMI PALMA TIGA,PT. TARUNA CIPTA KENCANA,Request PPKB,2840.0,91.44,KOTABARU,2025-01-29T00:00:00.000Z
PK8A57000003,PKK.DN.IDKBU.2501.000746,LIANA XXX,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,1265.0,54.86,KOTABARU,2025-01-30T14:00:00.000Z
PSS557000002,PKK.DN.IDKBU.2502.000156,PERMATA SUCCESS 5001,PT. TARUNA CIPTA KENCANA,Request PPKB,2837.0,82.3,KOTABARU,2025-02-11T02:30:00.000Z
DK9913000002,PKK.DN.IDSUB.2502.000354,DHARMA KENCANA,"DHARMA LAUTAN UTAMA, PT",Realization,3626.0,88.91,TANJUNG PERAK,2025-02-11T08:00:00.000Z
MDJ809000029,PKK.DN.IDSRG.2502.000102,MERATUS SABANG,"MERATUS LINE, PT",Request PPKB,3256.0,98.0,TANJUNG EMAS,2025-02-13T04:00:00.000Z
E0PR57000001,PKK.DN.IDSTU.2404.000261,R M N  380,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3071.0,87.86,KOTABARU,2024-04-12T15:00:00.000Z
RM6757000001,PKK.DN.IDSTU.2409.000273,RMN 367,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3033.0,87.84,KOTABARU,2024-09-11T15:55:00.000Z
UQSY57000001,PKK.DN.IDSTU.2202.000582,RALINE 18,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,3117.0,91.44,KOTABARU,2022-03-31T15:55:00.000Z
SH6627000002,,KRI. SULTAN HASSANUDIN 366,LANAL DENPASAR,Request PPKB,1650.0,90.5,BENOA,2025-02-11T13:11:00.000Z
SAO657000001,PKK.DN.IDSTU.2310.000717,SANTOSO 6,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,3100.0,91.44,KOTABARU,2023-10-31T15:00:00.000Z
YB8H25000014,PKK.DN.IDBDJ.2412.003571,MBS 392,"CAKRAWALA LAUTAN INDONESIA, PT",Request PPKB,3270.0,91.44,BANJARMASIN,2025-01-03T10:00:00.000Z
BPC125000005,,BG PACIFIC 3021,PT Immanu Sukses Bersama,Realization,3271.0,91.44,BANJARMASIN,2025-02-10T17:00:00.000Z
GS0857000001,PKK.DN.IDSTU.2501.000474,GSL 08,"NABILA RIZKI SAMUDERA, PT",Request PPKB,3233.0,87.84,KOTABARU,2025-01-23T15:55:00.000Z
MTF413000001,PKK.LN.IDSUB.2501.000806,MV. TRI FRIEND,LAUTAN LUAS MARITIM,Request PPKB,7141.0,110.0,TANJUNG PERAK,2025-01-30T09:00:00.000Z
JPJT13000010,PKK.DN.IDGRE.2502.000220,AJENG VI,"PERTIWI SEGARA ABADI, PT",Request PPKB,1372.0,63.5,TANJUNG PERAK,2025-02-12T14:00:00.000Z
J1U025000002,PKK.DN.IDBDJ.2502.000882,TUL SATU,"SAMUDERA SUMBER JAYA, PT",Realization,725.0,54.86,BANJARMASIN,2025-02-27T16:00:00.000Z
KAA525000004,PKK.DN.IDBDJ.2502.000708,VIRGO SEJATI 1088,"VIRGO SAMUDERA JAYA, PT",Realization,2188.0,82.3,BANJARMASIN,2025-02-09T15:00:00.000Z
S19829000055,PKK.DN.IDKOE.2502.000031,SABUK NUSANTARA 108,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1259.0,62.8,TENAU KUPANG,2025-02-08T14:30:00.000Z
ALNT25000030,,ALNATH,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2025-02-06T13:23:00.000Z
IN7525000023,PKK.DN.IDBDJ.2502.000669,INTAN 7505,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,3238.0,87.84,BANJARMASIN,2025-02-08T11:46:00.000Z
PWRT13000002,PKK.DN.IDGRE.2502.000137,LL 2522,PT. MUTIARA ATLANTIK JAWADWIPA,Request PPKB,1975.0,76.2,TANJUNG PERAK,2025-02-13T16:00:00.000Z
IMAS23000035,PKK.DN.IDBJU.2502.000022,INSAM - 01,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1647.0,72.9,TANJUNG WANGI,2025-02-11T01:00:00.000Z
4HYI57000001,PKK.DN.IDKBU.2501.000805,GRIYA SUNDA,PT. TARUNA CIPTA KENCANA,Request PPKB,5510.0,118.0,KOTABARU,2025-02-03T02:00:00.000Z
M07157000001,PKK.DN.IDKBU.2410.000609,MARINE POWER 3071,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3648.0,91.44,KOTABARU,2024-10-21T15:00:00.000Z
HB6M57000001,PKK.DN.IDSTU.2202.000211,RALINE 16,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,3117.0,91.44,KOTABARU,2022-02-28T03:30:00.000Z
HDA657000001,PKK.DN.IDSTU.2405.000183,RALINE 12,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,4170.0,100.58,KOTABARU,2025-12-31T08:12:00.000Z
PS1S09000019,,"PETROGAS SUPPLY 1  ,SV","PUALAM EMAS SEJAHTERA, PT",Request PPKB,539.0,50.0,TANJUNG EMAS,2025-01-31T16:59:43.000Z
TL1357000014,PKK.DN.IDKBU.2501.000327,TANKER LINEO 101,PT. SINAR MARITIME PERKASA,Request PPKB,3097.0,94.87,KOTABARU,2025-01-20T08:00:00.000Z
SU3025000023,,SUMBER JAYA 3020,"MULTI LINE BORNEO, PT",Realization,3668.0,91.44,BANJARMASIN,2025-02-05T17:00:00.000Z
4OZJ74000001,PKK.DN.IDKUM.2404.000048,MAJU 1,"SALAM SAMUDRA ENERGI, PT",Realization,2188.0,76.2,KUMAI,2024-04-08T16:00:00.000Z
UVW857000003,PKK.DN.IDKBU.2501.000229,BWT 30008,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3265.0,91.44,KOTABARU,2025-01-13T22:00:00.000Z
PSB025000004,,PSB 3005,PT Immanu Sukses Bersama,Realization,3089.0,87.78,BANJARMASIN,2025-02-04T17:00:00.000Z
S35625000019,,SOEKAWATI 356,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3093.0,91.5,BANJARMASIN,2025-02-04T10:00:00.000Z
9ESK57000002,PKK.DN.IDKBU.2501.000281,NAKAEI,PT. TARUNA CIPTA KENCANA,Request PPKB,2795.0,94.95,KOTABARU,2025-01-13T12:00:00.000Z
AJ6857000001,PKK.DN.IDKBU.2501.000693,MULTI MANDIRI,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Request PPKB,1505.0,74.0,KOTABARU,2025-02-07T12:00:00.000Z
KJ9725000054,PKK.DN.IDBDJ.2502.000164,PULAU TIGA 3405,"SAGA MAS LESTARI, PT",Request PPKB,4408.0,105.16,BANJARMASIN,2025-02-03T09:00:00.000Z
GJTL31000178,PKK.DN.IDLBR.2501.000173,MUTIARA PERSADA III,"ATOSIM LAMPUNG PELAYARAN, PT",Request PPKB,15380.0,151.13,LEMBAR,2025-02-01T15:00:00.000Z
LU0013000007,PKK.DN.IDSUB.2501.001113,LOTUS UNGU,"PELAYARAN RATU KIDUL NUSANTARA, PT",Realization,2513.0,92.8,TANJUNG PERAK,2025-02-15T13:00:00.000Z
EW3057000001,PKK.DN.IDKBU.2501.000526,EWAN 30,PT. TIDAR SAMUDERA RAYA,Request PPKB,5600.0,100.7,KOTABARU,2025-01-29T14:00:00.000Z
DUT325000002,,DUTA BAHARI III,"SAMUDRA ADHI JAYA, PT",Realization,1396.0,67.06,BANJARMASIN,2025-01-30T22:00:00.000Z
342Z74000001,PKK.DN.IDKUM.2408.000126,MAJU 2,"SALAM SAMUDRA ENERGI, PT",Realization,2187.0,76.2,KUMAI,2024-09-07T16:00:00.000Z
45QK25000017,PKK.DN.IDBDJ.2501.003294,RATU SHAPIRE,"ARMADA SAMUDRA GLOBAL, PT",Request PPKB,2345.0,76.2,BANJARMASIN,2025-01-31T15:00:00.000Z
444N13000015,PKK.DN.IDSUB.2501.001000,NUSANIWE,PT. KKP JAYA AGENSI ,Realization,2643.0,79.0,TANJUNG PERAK,2025-02-04T16:00:00.000Z
AJ3313000004,PKK.DN.IDSUB.2501.000981,AHMAD JABBAR,"PELAYARAN HUB MARITIM INDONESIA, PT",Realization,686.0,63.0,TANJUNG PERAK,2025-01-30T11:00:00.000Z
YKJ157000002,PKK.DN.IDSTU.2501.000459,TLS 99,"NABILA RIZKI SAMUDERA, PT",Request PPKB,3379.0,91.44,KOTABARU,2025-01-22T15:55:00.000Z
MRL825000001,,MARLIN 877,LANAL BANJARMASIN MARKAS BESAR TNI AL,Realization,525.0,62.4,BANJARMASIN,2025-01-30T06:00:00.000Z
542V25000058,,HASNUR 311,"BORNEO SAMUDRA PERKASA, PT",Realization,3270.0,91.44,BANJARMASIN,2025-01-27T18:00:00.000Z
PTB325000011,,PBB TANDUNG BALANIPA 3011,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3186.0,91.44,BANJARMASIN,2025-01-28T07:41:00.000Z
141A13000005,PKK.DN.IDGRE.2501.000707,ALEXANDRIA,PT MUTIARA SIDA GEMILANG,Realization,2980.0,99.22,TANJUNG PERAK,2025-02-04T05:00:00.000Z
ALPZ25000039,,ALPHERATZ,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4157.0,97.6,BANJARMASIN,2025-01-26T12:59:00.000Z
PK8A57000001,PKK.DN.IDKBU.2501.000458,LIANA XXX,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,1265.0,54.86,KOTABARU,2025-01-19T02:00:00.000Z
GI0013000059,,GILI IYANG,"ASDP INDONESIA FERRY (PERSERO), PT",Realization,1029.0,56.02,TANJUNG PERAK,2025-01-24T12:00:00.000Z
MW0057000002,PKK.DN.IDKBU.2501.000317,MANALAGI WANDA,PT. RIANDY FIESTA SAMUDERA,Request PPKB,31144.0,189.99,KOTABARU,2025-01-16T06:27:00.000Z
MSAR57000001,PKK.LN.IDKBU.2501.000365,MV. SâHAIL AL RAYAN,PT. IDT TRANS AGENCY,Request PPKB,39736.0,224.94,KOTABARU,2025-01-24T15:30:00.000Z
MRM325000002,,MARITIM 3,SINAR BINTANG SAMUDERA/PT,Realization,3100.0,91.44,BANJARMASIN,2025-01-22T22:00:00.000Z
AY2109000001,PKK.DN.IDSRG.2501.000220,AS GLORY 21,SUMBER WAHANA MARITIM,Request PPKB,2753.0,80.4,TANJUNG EMAS,2025-01-23T23:00:00.000Z
09UH57000001,PKK.DN.IDKBU.2501.000539,PENTA OIL,PT. RIANDY FIESTA SAMUDERA,Realization,1539.0,70.12,KOTABARU,2025-01-23T15:09:00.000Z
D9KO57000013,PKK.DN.IDKBU.2501.000491,BUNG TOMO,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1257.0,63.0,KOTABARU,2025-01-20T10:00:00.000Z
6TZG25000044,PKK.DN.IDBDJ.2501.002446,ANGELINE 21903,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3036.0,91.44,BANJARMASIN,2025-01-23T11:56:00.000Z
I0EW25000032,PKK.DN.IDBDJ.2501.002430,CAKRAWALA XII 2023,SARANA MARITIM SEJAHTERA PT,Request PPKB,4338.0,100.58,BANJARMASIN,2025-01-21T22:00:00.000Z
Q2KJ74000001,PKK.DN.IDKUM.2501.000110,LM KANAMIT,"PELAYARAN SENGGORA, PT",Realization,2700.0,82.3,KUMAI,2025-02-03T14:00:00.000Z
ET7F09000001,PKK.DN.IDSRG.2501.000191,DKU - 7,"PUALAM EMAS SEJAHTERA, PT",Realization,643.0,55.35,TANJUNG EMAS,2025-01-25T11:00:00.000Z
OB2V57000001,PKK.DN.IDKBU.2409.000105,LIANA L,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3351.0,91.44,KOTABARU,2024-09-04T03:00:00.000Z
OB2V57000001,PKK.DN.IDKBU.2409.000105,LIANA L,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3351.0,91.44,KOTABARU,2024-09-04T03:00:00.000Z
777P57000001,PKK.DN.IDKBU.2411.000857,PUMA,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,918.0,54.69,KOTABARU,2024-12-01T06:00:00.000Z
444C29000028,PKK.DN.IDKOE.2501.000100,CALYPSO,"SUNTRACO INTIM TRANSPORT, PT",Realization,1479.0,75.8,TENAU KUPANG,2025-01-21T13:00:00.000Z
IS4257000003,PKK.DN.IDKBU.2501.000437,ISA 3302,PT. TERA LOGISTIC INDONESIA,Realization,4333.0,100.65,KOTABARU,2025-01-20T15:00:00.000Z
EOUK25000038,,MHKL 35,"SAMUDRA ADHI JAYA, PT",Realization,2936.0,91.44,BANJARMASIN,2025-01-18T22:00:00.000Z
GT1025000011,PKK.DN.IDBDJ.2501.002003,GOLD TRANS 310,"TRANS POWER MARINE TBK, PT",Realization,3141.0,87.84,BANJARMASIN,2025-01-20T15:00:00.000Z
KD9C23000001,PKK.DN.IDBJU.2501.000075,NOAH FORTUNA,"BARRU SAMUDERA TIMUR, PT",Request PPKB,17019.0,169.37,TANJUNG WANGI,2025-01-20T17:00:00.000Z
D02223000002,PKK.DN.IDBJU.2501.000074,DAN 03,"BARRU SAMUDERA TIMUR, PT",Request PPKB,531.0,53.52,TANJUNG WANGI,2025-01-20T22:00:00.000Z
E1NW57000001,PKK.DN.IDSTU.2211.000209,R M N  373,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3071.0,91.5,KOTABARU,2022-11-11T15:00:00.000Z
SL9113000008,PKK.DN.IDSUB.2501.000597,SURYANI LADJONI,"SURYA BINTANG TIMUR, PT",Request PPKB,2226.0,91.5,TANJUNG PERAK,2025-02-17T17:00:00.000Z
OOPL57000001,PKK.DN.IDSTU.2407.000065,RALINE 11,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,4170.0,100.58,KOTABARU,2025-06-30T00:48:00.000Z
SK6857000001,PKK.DN.IDKBU.2501.000222,SINAR KAPUAS 68,PT. PRIMA SAMUDRA SAKTI,Request PPKB,1661.0,70.09,KOTABARU,2025-01-16T04:00:00.000Z
WLED25000021,,LMN 311,PT Immanu Sukses Bersama,Realization,3341.0,91.5,BANJARMASIN,2025-01-16T17:00:00.000Z
GP9457000001,PKK.DN.IDKBU.2501.000032,RAYONG CHEMI,PT. PERTAMINA TRANS KONTINENTAL,Request PPKB,6843.0,123.17,KOTABARU,2025-01-05T15:30:00.000Z
SL9113000007,PKK.DN.IDSUB.2501.000552,SURYANI LADJONI,"SURYA BINTANG TIMUR, PT",Request PPKB,2226.0,91.5,TANJUNG PERAK,2025-01-29T17:00:00.000Z
GT3225000008,,GOLD TRANS 321,"TRANS POWER MARINE TBK, PT",Request PPKB,3138.0,91.5,BANJARMASIN,2025-01-16T04:00:00.000Z
KKJQ25000008,,ZULKIFLI 12,MAJU JAYA LINE PT,Realization,2137.0,82.3,BANJARMASIN,2025-01-15T04:00:00.000Z
M35725000015,,MARINE POWER 3057,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3346.0,91.44,BANJARMASIN,2025-01-16T13:55:00.000Z
C6OG25000004,,PACIFIC 3035,PT Immanu Sukses Bersama,Realization,3271.0,91.44,BANJARMASIN,2025-01-14T17:00:00.000Z
JX2257000017,PKK.DN.IDKBU.2412.000556,JHONI XLVII,PT. AZAZ SHIPS SERVICES,Request PPKB,3110.0,94.5,KOTABARU,2024-12-20T08:00:00.000Z
101P09000002,PKK.DN.IDSRG.2501.000117,PRIBUMI,MODA INDONESIA AGENCY. PT,Realization,2682.0,90.0,TANJUNG EMAS,2025-02-06T10:00:00.000Z
542V25000057,,HASNUR 311,"BORNEO SAMUDRA PERKASA, PT",Realization,3270.0,91.44,BANJARMASIN,2025-01-11T21:00:00.000Z
GL0083000013,PKK.DN.IDSMQ.2501.000171,GEGER LINTANG,PT PERTAMINA TRANS KONTINENTAL,Request PPKB,2432.0,90.6,SAMPIT,2025-01-13T01:00:00.000Z
11FC57000002,PKK.DN.IDKBU.2412.000452,LIANA LXVII,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4362.0,100.58,KOTABARU,2024-12-16T02:00:00.000Z
GI0013000058,,GILI IYANG,"ASDP INDONESIA FERRY (PERSERO), PT",Realization,1029.0,56.02,TANJUNG PERAK,2025-01-10T12:00:00.000Z
C02413000017,PKK.DN.IDSUB.2501.000351,CAHAYA ABADI - 201,"GEMA SENA TEKAD SAKTI, PT",Realization,947.0,57.05,TANJUNG PERAK,2025-01-19T23:00:00.000Z
PSB025000003,,PSB 3005,PT Immanu Sukses Bersama,Realization,3089.0,87.78,BANJARMASIN,2025-01-10T17:00:00.000Z
MPI113000024,PKK.DN.IDSUB.2501.000337,MITRA PROGRESS III,"SAMUDRA RAYA INDO LINES, PT",Realization,4529.0,100.6,TANJUNG PERAK,2025-01-14T09:00:00.000Z
SN3025000058,PKK.DN.IDBDJ.2501.000924,SANTAN 301,"MULTI LINE BORNEO, PT",Request PPKB,3135.0,91.44,BANJARMASIN,2025-01-12T15:00:00.000Z
LM2125000005,,LEO MARINE 3021,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2025-01-10T06:56:00.000Z
GM7025000007,,GEMILANG 2570,"MULTI LINE BORNEO, PT",Realization,1974.0,76.2,BANJARMASIN,2025-01-08T18:07:00.000Z
SIN325000005,,ASIA PERDANA 3002,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3177.0,91.52,BANJARMASIN,2025-01-09T10:18:00.000Z
PN1413000009,PKK.DN.IDSUB.2501.000237,PELITA NUSANTARA 12,"PERUSAHAAN PELAYARAN SATYA PERMAI, PT",Realization,1371.0,65.0,TANJUNG PERAK,2025-01-22T23:00:00.000Z
RMH557000001,PKK.DN.IDKBU.2407.000425,LIANA XXV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2024-07-19T06:00:00.000Z
TG2225000015,,TGH 2522,PT Tirta Arum Samudera,Realization,1400.0,76.34,BANJARMASIN,2025-01-08T09:00:00.000Z
RY0125000026,,RAY 1,PT Tirta Arum Samudera,Realization,3103.0,91.44,BANJARMASIN,2025-01-08T09:00:00.000Z
PAT325000067,PKK.DN.IDBDJ.2501.000705,PATRIA 3211,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4162.0,97.6,BANJARMASIN,2025-01-09T08:45:00.000Z
PWTW25000035,,PATRIA 3213,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4295.0,97.6,BANJARMASIN,2025-01-07T13:22:00.000Z
SKJ183000002,PKK.DN.IDSMQ.2501.000100,SKJ 01,"RIZQI SAMUDERA INDONESIA, PT",Realization,1952.0,76.25,SAMPIT,2025-01-14T14:00:00.000Z
PS1S09000018,,"PETROGAS SUPPLY 1  ,SV","PUALAM EMAS SEJAHTERA, PT",Request PPKB,539.0,50.0,TANJUNG EMAS,2024-12-31T16:59:49.000Z
BME357000001,PKK.DN.IDKBU.2501.000127,BUMI ELAEIS TIGA,PT. TARUNA CIPTA KENCANA,Request PPKB,1174.0,51.82,KOTABARU,2025-01-09T02:30:00.000Z
LUPU27000003,PKK.LN.IDBOA.2501.000585,PACIFIC CENTURION,TRANS CAKRAWALA PERKASA. PT,Request PPKB,4566.0,86.0,BENOA,2025-01-08T04:00:00.000Z
KC5525000002,,KCS-I.255,AMANAH MANDIRI SAMUDERA PT,Realization,2276.0,77.72,BANJARMASIN,2025-01-06T05:21:00.000Z
